"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases"
"4769","dec11","North Carolina","Durham","Durham","North Carolina Central University",137,"DurhamNorth Carolina",0.0386670731100383,"Hybrid","8207","Public, 4-year",0.0166930668941148
"4770","dec11","North Carolina","Wake","Raleigh","North Carolina State University",1426,"WakeNorth Carolina",0.0309904736719493,"Fully online","35479","Public, 4-year",0.0401927901011866
"4771","dec11","North Carolina","Nash","Rocky Mount","North Carolina Wesleyan College",70,"NashNorth Carolina",0.0520583681520287,"Primarily in person","2034","Private nonprofit, 4-year",0.0344149459193707
"4772","dec11","North Carolina","Stanly","Misenheimer","Pfeiffer University",53,"StanlyNorth Carolina",0.0536732159347833,"Primarily in person","1365","Private nonprofit, 4-year",0.0388278388278388
"4773","dec11","North Carolina","Mecklenburg","Charlotte","Queens University of Charlotte",2,"MecklenburgNorth Carolina",0.0443407339628011,"Fully online","2536","Private nonprofit, 4-year",0.000788643533123028
"4775","dec11","North Carolina","Forsyth","Winston-Salem","Salem College",0,"ForsythNorth Carolina",0.0410311408728861,"Fully online","842","Private nonprofit, 4-year",0
"4776","dec11","North Carolina","Wake","Raleigh","Shaw University",30,"WakeNorth Carolina",0.0309904736719493,"Hybrid","1411","Private nonprofit, 4-year",0.0212615166548547
"4777","dec11","North Carolina","Wayne","Mount Olive","University of Mount Olive",91,"WayneNorth Carolina",0.0517253981531864,"Primarily online","3208","Private nonprofit, 4-year",0.0283665835411471
"4779","dec11","North Carolina","Forsyth","Winston Salem","University of North Carolina School of the Arts",33,"ForsythNorth Carolina",0.0410311408728861,"Primarily in person","1042","Public, 4-year",0.0316698656429942
"4781","dec11","North Carolina","Orange","Chapel Hill","University of North Carolina, Chapel Hill",1513,"OrangeNorth Carolina",0.0286443600312508,"Fully online","30011","Public, 4-year",0.0504148478891073
"4782","dec11","North Carolina","Mecklenburg","Charlotte","University of North Carolina, Charlotte",1086,"MecklenburgNorth Carolina",0.0443407339628011,"Primarily online","29710","Public, 4-year",0.036553349040727
"4783","dec11","North Carolina","Guilford","Greensboro","University of North Carolina, Greensboro",329,"GuilfordNorth Carolina",0.0359678614378209,"Primarily online","20106","Public, 4-year",0.0163632746443848
"4784","dec11","North Carolina","Robeson","Pembroke","University of North Carolina, Pembroke",459,"RobesonNorth Carolina",0.0613818181818182,"Primarily in person","7137","Public, 4-year",0.064312736443884
"4785","dec11","North Carolina","Forsyth","Winston-Salem","Wake Forest University",650,"ForsythNorth Carolina",0.0410311408728861,"Primarily online","8401","Private nonprofit, 4-year",0.0773717414593501
"4786","dec11","North Carolina","Wake","Raleigh","Wake Technical Community College",68,"WakeNorth Carolina",0.0309904736719493,"Primarily online","21872","Public, 2-year",0.00310899780541331
"4787","dec11","North Carolina","Buncombe","Swannanoa","Warren Wilson College",2,"BuncombeNorth Carolina",0.0248706884999866,"Primarily in person","741","Private nonprofit, 4-year",0.00269905533063428
"4788","dec11","North Carolina","Jackson","Cullowhee","Western Carolina University",458,"JacksonNorth Carolina",0.0379853429832946,"Hybrid","11639","Public, 4-year",0.0393504596614829
"4789","dec11","North Carolina","Wake","Raleigh","William Peace University",77,"WakeNorth Carolina",0.0309904736719493,"Primarily in person","910","Private nonprofit, 4-year",0.0846153846153846
"4790","dec11","North Carolina","Union","Wingate","Wingate University",117,"UnionNorth Carolina",0.0382974997811214,"Primarily in person","3689","Private nonprofit, 4-year",0.0317159121713201
"4791","dec11","North Carolina","Forsyth","Winston-Salem","Winston-Salem State University",136,"ForsythNorth Carolina",0.0410311408728861,"Hybrid","5190","Public, 4-year",0.0262042389210019
"4792","dec11","North Dakota","Burleigh","Bismarck","Bismarck State College",252,"BurleighNorth Dakota",0.135444335222638,"Primarily in person","3778","Public, 4-year",0.0667019587083113
"4793","dec11","North Dakota","Bottineau","Bottineau","Dakota College, Bottineau",91,"BottineauNorth Dakota",0.0924864692773002,"Primarily in person","996","Public, 2-year",0.0913654618473896
"4794","dec11","North Dakota","Stark","Dickinson","Dickinson State University",164,"StarkNorth Dakota",0.120931118803392,"Hybrid","1392","Public, 4-year",0.117816091954023
"4795","dec11","North Dakota","Ramsey","Devils Lake","Lake Region State College",83,"RamseyNorth Dakota",0.113811962843997,"Primarily in person","2072","Public, 2-year",0.0400579150579151
"4796","dec11","North Dakota","Traill","Mayville","Mayville State University",137,"TraillNorth Dakota",0.103534096565455,"Hybrid","1184","Public, 4-year",0.115709459459459
"4797","dec11","North Dakota","Ward","Minot","Minot State University",563,"WardNorth Dakota",0.119468961133041,"Primarily in person","3189","Public, 4-year",0.176544371276262
"4798","dec11","North Dakota","Richland","Wahpeton","North Dakota State College of Science",244,"RichlandNorth Dakota",0.083513630463003,"Primarily online","2957","Public, 2-year",0.0825160635779506
"4799","dec11","North Dakota","Cass","Fargo","North Dakota State University",867,"CassNorth Dakota",0.101674884429127,"Hybrid","13796","Public, 4-year",0.0628443026964337
"4801","dec11","North Dakota","Sioux","Fort Yates","Sitting Bull College",12,"SiouxNorth Dakota",0.129787234042553,"Hybrid","273","Public, 4-year",0.043956043956044
"4803","dec11","North Dakota","Grand Forks","Grand Forks","University of North Dakota",1961,"Grand ForksNorth Dakota",0.127499964003398,"Hybrid","13847","Public, 4-year",0.1416191232758
"4804","dec11","North Dakota","Barnes","Valley City","Valley City State University",127,"BarnesNorth Dakota",0.11195391262602,"Hybrid","1547","Public, 4-year",0.0820943762120233
"4805","dec11","North Dakota","Williams","Williston","Williston State College",137,"WilliamsNorth Dakota",0.0990183298305355,"Hybrid","1124","Public, 2-year",0.121886120996441
"4808","dec11","Ohio","Ashland","Ashland","Ashland University",151,"AshlandOhio",0.0343654176950116,"Hybrid","6627","Private nonprofit, 4-year",0.0227855741662894
"4809","dec11","Ohio","Cuyahoga","Berea","Baldwin Wallace University",188,"CuyahogaOhio",0.0426792931910042,"Primarily in person","3709","Private nonprofit, 4-year",0.0506875168509032
"4810","dec11","Ohio","Allen","Bluffton","Bluffton University",4,"AllenOhio",0.0643178864886518,"Hybrid","770","Private nonprofit, 4-year",0.00519480519480519
"4813","dec11","Ohio","Franklin","Columbus","Capital University",42,"FranklinOhio",0.0502629188703146,"Primarily online","3213","Private nonprofit, 4-year",0.0130718954248366
"4814","dec11","Ohio","Cuyahoga","Cleveland","Case Western Reserve University",194,"CuyahogaOhio",0.0426792931910042,"Primarily online","11890","Private nonprofit, 4-year",0.0163162321278385
"4815","dec11","Ohio","Greene","Cedarville","Cedarville University",29,"GreeneOhio",0.0431344228913737,"Primarily in person","4150","Private nonprofit, 4-year",0.00698795180722892
"4816","dec11","Ohio","Greene","Wilberforce","Central State University",50,"GreeneOhio",0.0431344228913737,"Primarily in person","2099","Public, 4-year",0.0238208670795617
"4818","dec11","Ohio","Cuyahoga","Cleveland","Cleveland State University",43,"CuyahogaOhio",0.0426792931910042,"Primarily online","16069","Public, 4-year",0.00267595992283278
"4821","dec11","Ohio","Defiance","Defiance","Defiance College",69,"DefianceOhio",0.0526688896473862,"Hybrid","545","Private nonprofit, 4-year",0.126605504587156
"4822","dec11","Ohio","Licking","Granville","Denison University",27,"LickingOhio",0.0452612771539392,"Hybrid","2394","Private nonprofit, 4-year",0.0112781954887218
"4823","dec11","Ohio","Jefferson","Steubenville","Franciscan University of Steubenville",159,"JeffersonOhio",0.0352238805970149,"Primarily in person","3028","Private nonprofit, 4-year",0.0525099075297226
"4824","dec11","Ohio","Seneca","Tiffin","Heidelberg University",109,"SenecaOhio",0.0463228098155062,"Primarily in person","1219","Private nonprofit, 4-year",0.0894175553732568
"4825","dec11","Ohio","Portage","Hiram","Hiram College",26,"PortageOhio",0.0332131030492534,"Hybrid","1255","Private nonprofit, 4-year",0.0207171314741036
"4826","dec11","Ohio","Cuyahoga","University Heights","John Carroll University",166,"CuyahogaOhio",0.0426792931910042,"Fully online","3555","Private nonprofit, 4-year",0.0466947960618847
"4829","dec11","Ohio","Ashtabula","Ashtabula","Kent State University, Ashtabula",0,"AshtabulaOhio",0.0316738824158534,"Primarily online","2026","Public, 4-year",0
"4831","dec11","Ohio","Columbiana","Salem","Kent State University, Salem",0,"ColumbianaOhio",0.047476026422465,"Primarily online","1697","Public, 4-year",0
"4835","dec11","Ohio","Knox","Gambier","Kenyon College",12,"KnoxOhio",0.0310805173133083,"Primarily online","1730","Private nonprofit, 4-year",0.0069364161849711
"4836","dec11","Ohio","Lake","Painesville","Lake Erie College",47,"LakeOhio",0.0422943397538117,"Primarily in person","1160","Private nonprofit, 4-year",0.0405172413793103
"4837","dec11","Ohio","Lorain","Elyria","Lorain County Community College",49,"LorainOhio",0.0344830925046719,"Primarily online","10644","Public, 4-year",0.00460353250657647
"4838","dec11","Ohio","Lucas","Sylvania","Lourdes University",121,"LucasOhio",0.0467050155481057,"Primarily in person","1444","Private nonprofit, 4-year",0.0837950138504155
"4839","dec11","Ohio","Stark","Canton","Malone University",95,"StarkOhio",0.0395676270756545,"Hybrid","1667","Private nonprofit, 4-year",0.0569886022795441
"4840","dec11","Ohio","Washington","Marietta","Marietta College",129,"WashingtonOhio",0.0346347081504231,"Hybrid","1130","Private nonprofit, 4-year",0.114159292035398
"4841","dec11","Ohio","Butler","Oxford","Miami University (Ohio)",2540,"ButlerOhio",0.0529997337746063,"Primarily online","19934","Public, 4-year",0.12742048760911
"4843","dec11","Ohio","Muskingum","New Concord","Muskingum University",27,"MuskingumOhio",0.0442498405149916,"Fully in person","2412","Private nonprofit, 4-year",0.0111940298507463
"4844","dec11","Ohio","Richland","Mansfield","North Central State College",48,"RichlandOhio",0.0442164517886326,"Primarily online","2963","Public, 2-year",0.0161997975025312
"4847","dec11","Ohio","Lorain","Oberlin","Oberlin College",28,"LorainOhio",0.0344830925046719,"Primarily online","2812","Private nonprofit, 4-year",0.00995732574679943
"4848","dec11","Ohio","Franklin","Columbus","Ohio Dominican University",115,"FranklinOhio",0.0502629188703146,"Primarily in person","1716","Private nonprofit, 4-year",0.067016317016317
"4849","dec11","Ohio","Hardin","Ada","Ohio Northern University",125,"HardinOhio",0.0443169137573729,"Primarily in person","3039","Private nonprofit, 4-year",0.0411319512997697
"4850","dec11","Ohio","Franklin","Columbus","Ohio State University",5806,"FranklinOhio",0.0502629188703146,"Hybrid","61170","Public, 4-year",0.0949158084028118
"4851","dec11","Ohio","Athens","Athens","Ohio University",847,"AthensOhio",0.038299631086687,"Primarily online","28480","Public, 4-year",0.0297401685393258
"4857","dec11","Ohio","Delaware","Delaware","Ohio Wesleyan University",141,"DelawareOhio",0.0396171663232573,"Primarily in person","1561","Private nonprofit, 4-year",0.0903267136450993
"4858","dec11","Ohio","Franklin","Westerville","Otterbein University",154,"FranklinOhio",0.0502629188703146,"Primarily online","2886","Private nonprofit, 4-year",0.0533610533610534
"4859","dec11","Ohio","Scioto","Portsmouth","Shawnee State University",127,"SciotoOhio",0.0397402873303768,"Hybrid","3253","Public, 4-year",0.0390408853366124
"4860","dec11","Ohio","Montgomery","Dayton","Sinclair Community College",51,"MontgomeryOhio",0.051731563871225,"Primarily in person","18576","Public, 2-year",0.00274547803617571
"4861","dec11","Ohio","Sandusky","Fremont","Terra State Community College",32,"SanduskyOhio",0.0422775898014286,"Primarily in person","2228","Public, 2-year",0.0143626570915619
"4864","dec11","Ohio","Seneca","Tiffin","Tiffin University",72,"SenecaOhio",0.0463228098155062,"Primarily in person","3045","Private nonprofit, 4-year",0.0236453201970443
"4865","dec11","Ohio","Summit","Akron","University of Akron",315,"SummitOhio",0.0379750579006419,"Primarily online","18731","Public, 4-year",0.0168170412684854
"4866","dec11","Ohio","Hamilton","Cincinnati","University of Cincinnati",1839,"HamiltonOhio",0.0498499644636581,"Hybrid","37886","Public, 4-year",0.0485403579158528
"4867","dec11","Ohio","Montgomery","Dayton","University of Dayton",1573,"MontgomeryOhio",0.051731563871225,"Primarily online","11241","Private nonprofit, 4-year",0.139934169557869
"4868","dec11","Ohio","Stark","Alliance","University of Mount Union",222,"StarkOhio",0.0395676270756545,"Hybrid","2403","Private nonprofit, 4-year",0.0923845193508115
"4869","dec11","Ohio","Lucas","Toledo","University of Toledo",722,"LucasOhio",0.0467050155481057,"Primarily in person","20237","Public, 4-year",0.0356772248851114
"4870","dec11","Ohio","Cuyahoga","Pepper Pike","Ursuline College",44,"CuyahogaOhio",0.0426792931910042,"Hybrid","1073","Private nonprofit, 4-year",0.0410065237651445
"4871","dec11","Ohio","Stark","North Canton","Walsh University",161,"StarkOhio",0.0395676270756545,"Primarily in person","2779","Private nonprofit, 4-year",0.0579345088161209
"4873","dec11","Ohio","Clark","Springfield","Wittenberg University",217,"ClarkOhio",0.0518410238434403,"Hybrid","1801","Private nonprofit, 4-year",0.120488617434758
"4874","dec11","Ohio","Montgomery","Dayton","Wright State University",168,"MontgomeryOhio",0.051731563871225,"Primarily online","14403","Public, 4-year",0.0116642366173714
"4877","dec11","Ohio","Mahoning","Youngstown","Youngstown State University",277,"MahoningOhio",0.0485213155328555,"Primarily online","12607","0",0.0219719203617038
"4878","dec11","Oklahoma","Comanche","Lawton","Cameron University",159,"ComancheOklahoma",0.0454662150411184,"Primarily in person","4290","Public, 4-year",0.0370629370629371
"4880","dec11","Oklahoma","Logan","Langston","Langston University",64,"LoganOklahoma",0.0389077503072213,"Primarily online","2119","Public, 4-year",0.0302029259084474
"4881","dec11","Oklahoma","Cherokee","Tahlequah","Northeastern State University",144,"CherokeeOklahoma",0.0547506011468031,"Hybrid","7879","Public, 4-year",0.0182764310191649
"4882","dec11","Oklahoma","Kay","Tonkawa","Northern Oklahoma College",172,"KayOklahoma",0.0513344664431072,"Hybrid","4181","Public, 2-year",0.0411384836163597
"4883","dec11","Oklahoma","Woods","Alva","Northwestern Oklahoma State University",152,"WoodsOklahoma",0.0773342431479586,"Primarily online","1992","Public, 4-year",0.0763052208835341
"4885","dec11","Oklahoma","Oklahoma","Edmond","Oklahoma Christian University",186,"OklahomaOklahoma",0.0582179841842711,"Primarily in person","2228","Private nonprofit, 4-year",0.0834829443447038
"4886","dec11","Oklahoma","Oklahoma","Oklahoma City","Oklahoma City University",36,"OklahomaOklahoma",0.0582179841842711,"Primarily in person","2773","Private nonprofit, 4-year",0.0129823296069239
"4887","dec11","Oklahoma","Texas","Goodwell","Oklahoma Panhandle State University",90,"TexasOklahoma",0.130611019366461,"Primarily online","1262","Public, 4-year",0.0713153724247227
"4892","dec11","Oklahoma","Tulsa","Tulsa","Oral Roberts University",1,"TulsaOklahoma",0.0582025686361181,"Hybrid","4053","Private nonprofit, 4-year",0.000246730816679003
"4894","dec11","Oklahoma","Oklahoma","Midwest City","Rose State College",130,"OklahomaOklahoma",0.0582179841842711,"Undetermined","7420","Public, 2-year",0.0175202156334232
"4895","dec11","Oklahoma","Bryan","Durant","Southeastern Oklahoma State University",220,"BryanOklahoma",0.0650067715387019,"Hybrid","4542","Public, 4-year",0.0484368119771026
"4897","dec11","Oklahoma","Custer","Weatherford","Southwestern Oklahoma State University",365,"CusterOklahoma",0.080819225597352,"Primarily in person","5267","Public, 4-year",0.0692994114296564
"4898","dec11","Oklahoma","Oklahoma","Edmond","University of Central Oklahoma",690,"OklahomaOklahoma",0.0582179841842711,"Primarily in person","15393","Public, 4-year",0.044825570064315
"4900","dec11","Oklahoma","Grady","Chickasha","University of Science and Arts of Oklahoma",37,"GradyOklahoma",0.0563814163412974,"Primarily in person","852","Public, 4-year",0.0434272300469484
"4901","dec11","Oklahoma","Tulsa","Tulsa","University of Tulsa",283,"TulsaOklahoma",0.0582025686361181,"Hybrid","4365","Private nonprofit, 4-year",0.0648339060710195
"4902","dec11","Oregon","Union","La Grande","Eastern Oregon University",53,"UnionOregon",0.0324948760946525,"Primarily in person","2978","Public, 4-year",0.0177971793149765
"4903","dec11","Oregon","Yamhill","Newberg","George Fox University",52,"YamhillOregon",0.0193183940242764,"Primarily in person","3941","Private nonprofit, 4-year",0.0131946206546562
"4904","dec11","Oregon","Lane","Eugene","Lane Community College",10,"LaneOregon",0.0138588258080389,"Primarily in person","9029","Public, 2-year",0.0011075423634954
"4909","dec11","Oregon","Klamath","Klamath Falls ","Oregon Institute of Technology",35,"KlamathOregon",0.0186552947038307,"Primarily online","5335","Public, 4-year",0.00656044985941893
"4910","dec11","Oregon","Benton","Corvallis","Oregon State University",272,"BentonOregon",0.0105208859467185,"Primarily online","30986","Public, 4-year",0.00877815787775124
"4912","dec11","Oregon","Washington","Forest Grove","Pacific University",23,"WashingtonOregon",0.0212220242290456,"Primarily in person","3938","Private nonprofit, 4-year",0.0058405281868969
"4913","dec11","Oregon","Multnomah","Portland","Portland State University",22,"MultnomahOregon",0.0253120175184996,"Primarily online","25711","Public, 4-year",0.000855664890513788
"4914","dec11","Oregon","Multnomah","Portland","Reed College",21,"MultnomahOregon",0.0253120175184996,"Hybrid","1503","Private nonprofit, 4-year",0.0139720558882236
"4915","dec11","Oregon","Jackson","Ashland","Southern Oregon University",54,"JacksonOregon",0.0209283800420016,"Primarily in person","6278","Public, 4-year",0.00860146543485186
"4916","dec11","Oregon","Lane","Eugene","University of Oregon",664,"LaneOregon",0.0138588258080389,"Primarily online","22644","Public, 4-year",0.029323441088147
"4917","dec11","Oregon","Multnomah","Portland","University of Portland",6,"MultnomahOregon",0.0253120175184996,"Fully online","4280","Private nonprofit, 4-year",0.0014018691588785
"4918","dec11","Oregon","Polk","Mounmouth","Western Oregon University",21,"PolkOregon",0.0177150490793983,"Primarily online","5185","Public, 4-year",0.00405014464802314
"4919","dec11","Oregon","Marion","Salem","Willamette University",19,"MarionOregon",0.0314474811539368,"Hybrid","2363","Private nonprofit, 4-year",0.00804062632247144
"4920","dec11","Pennsylvania","Berks","Reading","Albright College",71,"BerksPennsylvania",0.0407276025491258,"Hybrid","1934","Private nonprofit, 4-year",0.0367114788004137
"4921","dec11","Pennsylvania","Crawford","Meadville","Allegheny College",43,"CrawfordPennsylvania",0.0331210341608668,"Fully in person","1771","Private nonprofit, 4-year",0.0242800677583286
"4922","dec11","Pennsylvania","Berks","Reading","Alvernia University",22,"BerksPennsylvania",0.0407276025491258,"Primarily in person","2792","Private nonprofit, 4-year",0.00787965616045845
"4923","dec11","Pennsylvania","Montgomery","Glenslide","Arcadia University",8,"MontgomeryPennsylvania",0.0322752628126824,"Primarily online","3662","Private nonprofit, 4-year",0.00218459858001092
"4924","dec11","Pennsylvania","Columbia","Bloomsburg","Bloomsburg University of Pennsylvania",384,"ColumbiaPennsylvania",0.0272612523859368,"Fully online","8909","Public, 4-year",0.0431024806375575
"4926","dec11","Pennsylvania","Montgomery","Bryn Mawr","Bryn Mawr College",22,"MontgomeryPennsylvania",0.0322752628126824,"Primarily in person","1690","Private nonprofit, 4-year",0.0130177514792899
"4927","dec11","Pennsylvania","Union","Lewisburg","Bucknell University",74,"UnionPennsylvania",0.0453887763506444,"Primarily in person","3668","Private nonprofit, 4-year",0.0201744820065431
"4928","dec11","Pennsylvania","Delaware","Radnor","Cabrini University",47,"DelawarePennsylvania",0.0413023800743542,"Hybrid","2285","Private nonprofit, 4-year",0.0205689277899344
"4930","dec11","Pennsylvania","Washington","California","California University of Pennsylvania",13,"WashingtonPennsylvania",0.0286660382374979,"Fully online","7310","Public, 4-year",0.00177838577291382
"4931","dec11","Pennsylvania","Allegheny","Pittsburgh","Carnegie Mellon University",90,"AlleghenyPennsylvania",0.0301855605672487,"Primarily online","14029","Private nonprofit, 4-year",0.00641528262884026
"4932","dec11","Pennsylvania","Lehigh","Allentown","Cedar Crest College",5,"LehighPennsylvania",0.0389474653279829,"Primarily online","1596","Private nonprofit, 4-year",0.0031328320802005
"4933","dec11","Pennsylvania","Allegheny","Pittsburgh","Chatham University",82,"AlleghenyPennsylvania",0.0301855605672487,"Primarily in person","2336","Private nonprofit, 4-year",0.0351027397260274
"4934","dec11","Pennsylvania","Philadelphia","Philadelphia","Chestnut Hill College",0,"PhiladelphiaPennsylvania",0.0495971122378894,"Fully online","1794","Private nonprofit, 4-year",0
"4935","dec11","Pennsylvania","Delaware","Cheyney","Cheyney University of Pennsylvania",5,"DelawarePennsylvania",0.0413023800743542,"Primarily in person","466","Public, 4-year",0.0107296137339056
"4936","dec11","Pennsylvania","Clarion","Clarion","Clarion University of Pennsylvania",2,"ClarionPennsylvania",0.0376970706072116,"Primarily online","4864","Public, 4-year",0.000411184210526316
"4937","dec11","Pennsylvania","Lackawanna","South Abington Township","Clarks Summit University",3,"LackawannaPennsylvania",0.0294504802693705,"Hybrid","768","Private nonprofit, 4-year",0.00390625
"4938","dec11","Pennsylvania","Allegheny","Pittsburgh","Community College of Allegheny County",108,"AlleghenyPennsylvania",0.0301855605672487,"Primarily online","16086","Public, 2-year",0.00671391271913465
"4939","dec11","Pennsylvania","Lehigh","Center Valley","DeSales University",77,"LehighPennsylvania",0.0389474653279829,"Hybrid","3438","Private nonprofit, 4-year",0.0223967422920303
"4940","dec11","Pennsylvania","Bucks","Doylestown","Delaware Valley University",83,"BucksPennsylvania",0.0358269533799163,"Primarily in person","2428","Private nonprofit, 4-year",0.0341845140032949
"4941","dec11","Pennsylvania","Cumberland","Carlisle","Dickinson College",3,"CumberlandPennsylvania",0.0278091328886609,"Fully online","2399","Private nonprofit, 4-year",0.00125052105043768
"4942","dec11","Pennsylvania","Philadelphia","Philadelphia","Drexel University",106,"PhiladelphiaPennsylvania",0.0495971122378894,"Fully online","24634","Private nonprofit, 4-year",0.00430299585938134
"4943","dec11","Pennsylvania","Allegheny","Pittsburgh","Duquesne University",294,"AlleghenyPennsylvania",0.0301855605672487,"Hybrid","9274","Private nonprofit, 4-year",0.0317015311623895
"4945","dec11","Pennsylvania","Delaware","St. Davids","Eastern University",37,"DelawarePennsylvania",0.0413023800743542,"Primarily in person","3256","Private nonprofit, 4-year",0.0113636363636364
"4947","dec11","Pennsylvania","Lancaster","Elizabethtown","Elizabethtown College",21,"LancasterPennsylvania",0.0379569159501873,"Primarily in person","1687","Private nonprofit, 4-year",0.012448132780083
"4949","dec11","Pennsylvania","Erie","Erie","Gannon University",186,"EriePennsylvania",0.0284249317831297,"Hybrid","4291","Private nonprofit, 4-year",0.0433465392682358
"4950","dec11","Pennsylvania","Beaver","Beaver Falls","Geneva College",23,"BeaverPennsylvania",0.0336304131666758,"Primarily in person","1543","Private nonprofit, 4-year",0.0149060272197019
"4951","dec11","Pennsylvania","Adams","Gettysburg","Gettysburg College",113,"AdamsPennsylvania",0.0264637070547234,"Primarily online","2441","Private nonprofit, 4-year",0.0462925030725113
"4953","dec11","Pennsylvania","Montgomery","Gwynedd Valley","Gwynedd Mercy University",6,"MontgomeryPennsylvania",0.0322752628126824,"Primarily online","3056","Private nonprofit, 4-year",0.00196335078534031
"4954","dec11","Pennsylvania","Delaware","Haverford","Haverford College",15,"DelawarePennsylvania",0.0413023800743542,"Hybrid","1310","Private nonprofit, 4-year",0.0114503816793893
"4955","dec11","Pennsylvania","Philadelphia","Philadelphia","Holy Family University",4,"PhiladelphiaPennsylvania",0.0495971122378894,"Hybrid","3089","Private nonprofit, 4-year",0.00129491744901263
"4956","dec11","Pennsylvania","Chester","Immaculata","Immaculata University",16,"ChesterPennsylvania",0.028600599250651,"Primarily in person","2448","Private nonprofit, 4-year",0.0065359477124183
"4957","dec11","Pennsylvania","Indiana","Indiana","Indiana University of Pennsylvania",486,"IndianaPennsylvania",0.0372295505096761,"Hybrid","11483","Public, 4-year",0.042323434642515
"4958","dec11","Pennsylvania","Huntingdon","Huntingdon","Juniata College",54,"HuntingdonPennsylvania",0.0459861775651249,"Hybrid","1433","Private nonprofit, 4-year",0.0376831821353803
"4959","dec11","Pennsylvania","Lackawanna","La Plume","Keystone College",14,"LackawannaPennsylvania",0.0294504802693705,"Hybrid","1424","Private nonprofit, 4-year",0.0098314606741573
"4962","dec11","Pennsylvania","Allegheny","Pittsburgh","La Roche University",9,"AlleghenyPennsylvania",0.0301855605672487,"Primarily online","1443","Private nonprofit, 4-year",0.00623700623700624
"4963","dec11","Pennsylvania","Philadelphia","Philadelphia","La Salle University",45,"PhiladelphiaPennsylvania",0.0495971122378894,"Fully online","5191","Private nonprofit, 4-year",0.00866884993257561
"4964","dec11","Pennsylvania","Northampton","Easton","Lafayette College",36,"NorthamptonPennsylvania",0.0381250307090096,"Fully online","2642","Private nonprofit, 4-year",0.0136260408781226
"4965","dec11","Pennsylvania","Lancaster","Lancaster","Lancaster Bible College",8,"LancasterPennsylvania",0.0379569159501873,"Primarily in person","2122","Private nonprofit, 4-year",0.00377002827521206
"4966","dec11","Pennsylvania","Lebanon","Annville","Lebanon Valley College",17,"LebanonPennsylvania",0.0459402086139654,"Primarily in person","1922","Private nonprofit, 4-year",0.00884495317377731
"4967","dec11","Pennsylvania","Northampton","Bethlehem","Lehigh University",659,"NorthamptonPennsylvania",0.0381250307090096,"Primarily online","6849","Private nonprofit, 4-year",0.0962184260475982
"4969","dec11","Pennsylvania","Clinton","Lock Haven","Lock Haven University",105,"ClintonPennsylvania",0.0281890660592255,"Primarily online","3418","Public, 4-year",0.0307197191339965
"4970","dec11","Pennsylvania","Lycoming","Williamsport","Lycoming College",14,"LycomingPennsylvania",0.0289852514143991,"Primarily in person","1142","Private nonprofit, 4-year",0.0122591943957968
"4971","dec11","Pennsylvania","Tioga","Mansfield","Mansfield University of Pennsylvania",37,"TiogaPennsylvania",0.0355497524081693,"Primarily in person","1629","Public, 4-year",0.0227133210558625
"4972","dec11","Pennsylvania","Lackawanna","Scranton","Marywood University",62,"LackawannaPennsylvania",0.0294504802693705,"Hybrid","2853","Private nonprofit, 4-year",0.0217315106905012
"4973","dec11","Pennsylvania","Erie","Erie","Mercyhurst University",145,"EriePennsylvania",0.0284249317831297,"Hybrid","2685","Private nonprofit, 4-year",0.0540037243947858
"4975","dec11","Pennsylvania","Lancaster","Millersville","Millersville University of Pennsylvania",135,"LancasterPennsylvania",0.0379569159501873,"Primarily online","7746","Public, 4-year",0.017428350116189
"4976","dec11","Pennsylvania","Luzerne","Dallas","Misericordia University",75,"LuzernePennsylvania",0.038504553946386,"Primarily in person","2566","Private nonprofit, 4-year",0.029228371005456
"4977","dec11","Pennsylvania","Northampton","Bethlehem","Moravian College",47,"NorthamptonPennsylvania",0.0381250307090096,"Hybrid","2514","Private nonprofit, 4-year",0.0186953062848051
"4978","dec11","Pennsylvania","Cambria","Cresson","Mount Aloysius College",66,"CambriaPennsylvania",0.0491888902543935,"Primarily in person","1784","Private nonprofit, 4-year",0.0369955156950673
"4979","dec11","Pennsylvania","Lehigh","Allentown","Muhlenberg College",23,"LehighPennsylvania",0.0389474653279829,"Fully online","2340","Private nonprofit, 4-year",0.00982905982905983
"4980","dec11","Pennsylvania","Delaware","Aston","Neumann University",38,"DelawarePennsylvania",0.0413023800743542,"Primarily online","2598","Private nonprofit, 4-year",0.014626635873749
"5004","dec11","Pennsylvania","Lycoming","Williamsport","Pennsylvania College of Technology",170,"LycomingPennsylvania",0.0289852514143991,"Primarily in person","5322","Public, 4-year",0.0319428786170613
"5005","dec11","Pennsylvania","Allegheny","Pittsburgh","Point Park University",51,"AlleghenyPennsylvania",0.0301855605672487,"Hybrid","4099","Private nonprofit, 4-year",0.0124420590387899
"5007","dec11","Pennsylvania","Montgomery","Rosemont","Rosemont College",18,"MontgomeryPennsylvania",0.0322752628126824,"Hybrid","945","Private nonprofit, 4-year",0.019047619047619
"5010","dec11","Pennsylvania","Westmoreland","Latrobe","Saint Vincent College",42,"WestmorelandPennsylvania",0.035451520354028,"Hybrid","1867","Private nonprofit, 4-year",0.0224959828602035
"5011","dec11","Pennsylvania","Westmoreland","Greensburg","Seton Hill University",123,"WestmorelandPennsylvania",0.035451520354028,"Primarily in person","2297","Private nonprofit, 4-year",0.0535481062255115
