"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type"
"2495","nov5","Minnesota","Olmsted","Rochester","Rochester Community and Technical College",62,"OlmstedMinnesota","0.0248273770792139","Primarily online","5129","Public, 2-year"
"2497","nov5","Minnesota","Winona","Winona","Saint Mary's University of Minnesota",36,"WinonaMinnesota","0.030603755645353","Primarily online","5560","Private nonprofit, 4-year"
"2498","nov5","Minnesota","Nicollet","North Mankato","South Central College",5,"NicolletMinnesota","0.025179436307405","Primarily online","2746","Public, 2-year"
"2499","nov5","Minnesota","Lyon","Marshall","Southwest Minnesota State University",83,"LyonMinnesota","0.0448692784800188","Primarily online","7167","Public, 4-year"
"2500","nov5","Minnesota","Ramsey","St. Paul","St. Catherine University",71,"RamseyMinnesota","0.0300261120327954","Primarily online","4859","Private nonprofit, 4-year"
"2501","nov5","Minnesota","Stearns","St. Cloud","St. Cloud State University",162,"StearnsMinnesota","0.0454136271923017","Primarily online","13928","Public, 4-year"
"2503","nov5","Minnesota","Rice","Northfield","St. Olaf College",45,"RiceMinnesota","0.0286537657528519","Primarily in person","3048","Private nonprofit, 4-year"
"2513","nov5","Minnesota","St. Louis","Ely","Vermilion Community College",0,"St. LouisMinnesota","0.0192645802983875","Primarily online","660","Public, 2-year"
"2514","nov5","Minnesota","Winona","Winona","Winona State University",474,"WinonaMinnesota","0.030603755645353","Primarily online","7792","Public, 4-year"
"2515","nov5","Mississippi","Jefferson","Lorman","Alcorn State University",112,"JeffersonMississippi","0.0412017167381974","Primarily online","3658","Public, 4-year"
"2516","nov5","Mississippi","Hinds","Jackson","Belhaven University",33,"HindsMississippi","0.036067977915804","Primarily online","4205","Private nonprofit, 4-year"
"2517","nov5","Mississippi","Bolivar","Cleveland","Delta State University",141,"BolivarMississippi","0.0686626616168212","Primarily in person","3715","Public, 4-year"
"2518","nov5","Mississippi","Hinds","Jackson","Jackson State University",24,"HindsMississippi","0.036067977915804","Primarily online","7250","Public, 4-year"
"2519","nov5","Mississippi","Hinds","Jackson","Millsaps College",47,"HindsMississippi","0.036067977915804","Primarily in person","865","Private nonprofit, 4-year"
"2520","nov5","Mississippi","Hinds","Clinton","Mississippi College",43,"HindsMississippi","0.036067977915804","Primarily online","5103","Private nonprofit, 4-year"
"2521","nov5","Mississippi","Sunflower","Moorhead","Mississippi Delta Community College",52,"SunflowerMississippi","0.0681401831939466","Primarily in person","2373","Public, 2-year"
"2522","nov5","Mississippi","Oktibbeha","Mississippi State","Mississippi State University",607,"OktibbehaMississippi","0.0426926412164479","Hybrid","21974","Public, 4-year"
"2523","nov5","Mississippi","Lowndes","Columbus","Mississippi University for Women",35,"LowndesMississippi","0.0331256933185425","Primarily online","2711","Public, 4-year"
"2524","nov5","Mississippi","Leflore","Itta Bena","Mississippi Valley State University",113,"LefloreMississippi","0.0639392541603094","Primarily online","2285","Public, 4-year"
"2525","nov5","Mississippi","Prentiss","Booneville","Northeast Mississippi Community College",60,"PrentissMississippi","0.0460479184908063","Primarily in person","3512","Public, 2-year"
"2526","nov5","Mississippi","Marshall","Holly Springs","Rust College",1,"MarshallMississippi","0.0464384881282938","Hybrid","846","Private nonprofit, 4-year"
"2527","nov5","Mississippi","Lafayette","Oxford","University of Mississippi",781,"LafayetteMississippi","0.0492049093837354","Hybrid","22456","Public, 4-year"
"2529","nov5","Mississippi","Forrest","Hattiesburg","University of Southern Mississippi",387,"ForrestMississippi","0.0431258928929063","Primarily online","14509","Public, 4-year"
"2531","nov5","Missouri","Taney","Point Lookout","College of the Ozarks",2,"TaneyMissouri","0.0352953797739951","Primarily in person","1565","Private nonprofit, 4-year"
"2532","nov5","Missouri","Newton","Neosho","Crowder College",100,"NewtonMissouri","0.0387560958857064","Primarily online","4521","Public, 2-year"
"2533","nov5","Missouri","Greene","Springfield","Drury University",163,"GreeneMissouri","0.0367468934033014","Fully in person","1730","Private nonprofit, 4-year"
"2534","nov5","Missouri","Greene","Springfield","Evangel University",153,"GreeneMissouri","0.0367468934033014","Primarily online","2098","Private nonprofit, 4-year"
"2540","nov5","Missouri","St. Charles","St. Charles","Lindenwood University",156,"St. CharlesMissouri","0.0327220898358796","Hybrid","9468","Private nonprofit, 4-year"
"2542","nov5","Missouri","St. Louis","St. Louis","Missouri Baptist University",65,"St. LouisMissouri","0.0341177121418621","Primarily online","5292","Private nonprofit, 4-year"
"2544","nov5","Missouri","Greene","Springfield","Missouri State University",1305,"GreeneMissouri","0.0367468934033014","Hybrid","23697","Public, 4-year"
"2545","nov5","Missouri","Phelps","Rolla","Missouri University of Science and Technology",185,"PhelpsMissouri","0.0221658851771252","Primarily in person","8601","Public, 4-year"
"2546","nov5","Missouri","Buchanan","St. Joseph","Missouri Western State University",24,"BuchananMissouri","0.0483494345497001","Primarily in person","5669","Public, 4-year"
"2547","nov5","Missouri","Nodaway","Maryville","Northwest Missouri State University",567,"NodawayMissouri","0.0589806264711208","Hybrid","6857","Public, 4-year"
"2548","nov5","Missouri","Greene","Springfield","Ozarks Technical Community College",379,"GreeneMissouri","0.0367468934033014","Primarily in person","12221","Public, 2-year"
"2551","nov5","Missouri","Cape Girardeau","Cape Girardeau","Southeast Missouri State University",405,"Cape GirardeauMissouri","0.0419926208619138","Primarily in person","11071","Public, 4-year"
"2552","nov5","Missouri","Polk","Bolivar","Southwest Baptist University",148,"PolkMissouri","0.0403434010389126","Primarily in person","3357","Private nonprofit, 4-year"
"2555","nov5","Missouri","Pettis","Sedalia","State Fair Community College",111,"PettisMissouri","0.049150901060488","Primarily online","4731","Public, 2-year"
"2556","nov5","Missouri","Boone","Columbia","Stephens College",20,"BooneMissouri","0.0384233887278833","Hybrid","756","Private nonprofit, 4-year"
"2557","nov5","Missouri","Adair","Kirksville","Truman State University",171,"AdairMissouri","0.0260426942350945","Hybrid","5853","Public, 4-year"
"2558","nov5","Missouri","Johnson","Warrensburg","University of Central Missouri",619,"JohnsonMissouri","0.0313158965632052","Primarily in person","11487","Public, 4-year"
"2565","nov5","Missouri","Clay","Liberty","William Jewell College",25,"ClayMissouri","0.0121585289740266","Primarily in person","808","Private nonprofit, 4-year"
"2566","nov5","Missouri","Callaway","Fulton","William Woods University",37,"CallawayMissouri","0.0372348747290079","Primarily in person","2302","Private nonprofit, 4-year"
